IdCliente,CodGeografia,Nombre,Nombres2,Apellido,Nacimiento,EstadoCivil,Género,Ingresos,Hijos,Educación,Ocupación
16110,69,Brandon,M,Long,1964-07-01,M,M,60000,4,Bachiller,Obrero Calificado
18562,347,Mary,P,Wright,1969-06-16,M,F,60000,1,ESO,Profesional
14368,311,Richard,,Thompson,1971-03-15,M,M,60000,1,ESO,Obrero Calificado
15093,198,Johnny,,Moyer,1944-02-17,M,M,70000,5,Máster,Profesional
14775,147,Bonnie,,Xie,1968-11-15,M,F,40000,0,ESO,Funcionario
26977,147,Barry,,Madan,1978-08-22,S,M,30000,0,Máster,Militar
11631,52,Antonio,C,Bennett,1971-02-13,M,M,60000,1,ESO,Obrero Calificado
12862,222,Melinda,L,Ortega,1978-02-11,S,F,30000,3,EFP,Funcionario
13146,536,Gabriella,M,Ramirez,1976-05-15,S,F,40000,0,Máster,Obrero Calificado
17589,618,Melanie,L,Brooks,1970-04-20,S,F,60000,2,ESO,Profesional
29065,27,Pamela,,Rodriguez,1946-02-21,S,F,30000,2,EFP,Funcionario
11542,278,Alejandro,L,Tang,1968-09-10,S,M,20000,1,EFP,Militar
19525,68,Hannah,,Flores,1960-05-24,S,F,40000,0,Bachiller,Profesional
25496,222,Regina,,Sara,1963-03-17,M,F,30000,2,EFP,Funcionario
25735,154,Suzanne,,Wu,1960-10-04,S,F,30000,3,ESO,Funcionario
12097,65,Sean,L,Allen,1949-11-13,S,M,60000,2,EFP,Profesional
25531,230,Ebony,,Patel,1962-11-07,M,F,30000,5,ESO,Funcionario
13002,14,Roger,A,Cai,1967-08-22,M,M,80000,5,ESO,Directivo
27790,257,Molly,L,Srini,1963-06-09,S,F,20000,3,Máster,Militar
27459,301,Kevin,,Kumar,1968-11-26,M,M,130000,1,ESO,Directivo
13129,39,Joy,,Ramos,1964-06-01,S,F,70000,0,Bachiller,Profesional
25763,611,Hannah,,Johnson,1968-11-03,M,F,90000,4,EFP,Obrero Calificado
15450,184,Marshall,D,Black,1936-06-10,M,M,10000,1,ESO,Funcionario
12578,33,Gavin,M,Perry,1980-02-28,S,M,10000,0,EFP,Militar
18137,208,Gabriel,R,Kumar,1955-01-11,M,M,90000,2,Máster,Profesional
18459,311,Toni,,Sai,1980-01-11,S,F,30000,0,EFP,Obrero Calificado
17707,157,Mindy,,Deng,1961-08-08,S,F,10000,1,Bachiller,Militar
19734,359,Natalie,,Weisman,1939-06-11,M,F,60000,3,ESO,Directivo
16449,233,Casey,,Browning,1978-02-14,S,M,30000,4,EFP,Funcionario
28383,147,Lacey,C,Zhou,1965-11-27,S,F,20000,2,Máster,Militar
24430,311,Dalton,,Long,1954-01-22,S,M,70000,3,Universitario,Obrero Calificado
15121,32,Brendan,,Andersen,1976-06-17,S,M,70000,0,Bachiller,Profesional
28212,33,Melody,E,Hernandez,1968-04-05,M,F,60000,2,Bachiller,Profesional
18077,49,Philip,,Ruiz,1947-08-15,M,M,70000,2,EFP,Profesional
22116,326,Robert,K,Lopez,1953-11-04,S,M,70000,3,ESO,Directivo
18144,202,Katie,,Chapman,1944-11-06,M,F,80000,5,Bachiller,Directivo
16324,231,Juan,A,Romero,1975-03-19,M,M,40000,1,Bachiller,Obrero Calificado
16132,62,Sierra,,Nelson,1960-12-03,M,F,60000,1,EFP,Obrero Calificado
13982,12,Clarence,E,Chander,1944-03-21,M,M,20000,3,Máster,Obrero Calificado
21662,206,Orlando,L,Muñoz,1972-06-01,S,M,10000,0,Universitario,Militar
15322,644,Evan,M,Green,1947-08-10,M,M,80000,5,Bachiller,Directivo
17235,34,Joshua,,Jackson,1974-10-13,S,M,70000,0,Bachiller,Profesional
18054,49,Jake,,Zeng,1960-10-06,S,M,40000,0,Bachiller,Profesional
17712,209,Gary,,Blanco,1958-05-09,S,M,10000,1,Bachiller,Militar
19910,162,Orlando,,Rubio,1955-06-04,M,M,130000,3,EFP,Profesional
22701,168,Anne,,Navarro,1975-04-06,S,F,20000,0,Máster,Militar
11920,20,Adrienne,,Gomez,1964-02-28,S,F,60000,4,Bachiller,Profesional
18788,54,Madison,L,Thompson,1968-03-02,S,F,90000,4,Bachiller,Directivo
21568,23,Jacquelyn,J,Hernandez,1971-11-21,M,F,100000,0,Máster,Directivo
27485,9,Nina,,Tang,1950-07-12,S,F,20000,2,Universitario,Funcionario
11759,28,Dawn,L,Nath,1969-11-22,M,F,110000,1,ESO,Directivo
12218,124,Mitchell,J,Xu,1961-11-26,M,M,10000,1,Bachiller,Militar
23057,64,Caitlin,T,Richardson,1954-02-25,M,F,60000,2,Universitario,Obrero Calificado
18127,254,Franklin,K,He,1958-09-23,M,M,130000,2,EFP,Profesional
26687,609,Marshall,,Xu,1964-10-10,M,M,80000,4,EFP,Profesional
20723,171,Cedric,T,Zhu,1971-12-26,S,M,20000,0,Universitario,Militar
28000,52,Rebecca,,Roberts,1938-04-03,S,F,60000,3,ESO,Directivo
23725,71,Dennis,L,Ware,1950-10-04,M,M,40000,2,Universitario,Obrero Calificado
11591,209,Stacey,W,Lu,1963-05-16,S,F,30000,3,EFP,Funcionario
13770,131,Gerald,A,Moreno,1968-07-26,M,M,40000,0,ESO,Funcionario
20021,50,Alexander,I,Jones,1965-06-28,M,M,80000,4,Bachiller,Obrero Calificado
15360,301,Ryan,,Martin,1933-06-22,M,M,110000,1,ESO,Directivo
22645,184,Isabella,,Murphy,1967-02-08,S,F,30000,1,Bachiller,Funcionario
14068,12,Brent,,McDonald,1962-06-04,M,M,70000,5,Bachiller,Profesional
14490,312,Aidan,B,Butler,1953-10-17,M,M,70000,3,ESO,Directivo
14295,383,Hannah,,Thomas,1957-07-14,S,F,60000,2,Máster,Profesional
12369,36,Terrence,,Lal,1963-10-06,S,M,60000,4,Bachiller,Profesional
27049,43,Faith,,Sanchez,1958-03-05,M,F,40000,1,EFP,Funcionario
19858,548,Jenna,G,Collins,1946-10-23,M,F,60000,4,Bachiller,Directivo
12384,168,Jacquelyn,C,Gutierrez,1973-10-01,M,F,40000,1,Bachiller,Obrero Calificado
22462,130,Lydia,,Chandra,1968-01-05,S,F,20000,1,EFP,Militar
19829,62,Lucas,C,Mitchell,1963-09-03,S,M,60000,3,ESO,Profesional
22282,542,Jonathan,,Hughes,1964-01-27,S,M,40000,0,Bachiller,Profesional
18966,299,Carly,,Rai,1942-10-18,M,F,50000,4,Bachiller,Directivo
11640,51,Chloe,A,Wilson,1970-05-03,M,F,50000,1,Bachiller,Obrero Calificado
19031,253,Regina,S,Perez,1957-07-13,M,F,150000,2,Máster,Profesional
23397,56,Isabelle,,Bryant,1960-04-18,M,F,60000,1,EFP,Obrero Calificado
27460,307,Grant,S,Goel,1968-10-27,S,M,130000,1,ESO,Directivo
18057,334,Logan,A,Washington,1967-04-07,M,M,60000,0,ESO,Profesional
12725,171,Gabrielle,,James,1910-08-13,M,F,10000,4,Universitario,Militar
12743,234,Carl,,Kumar,1972-12-19,M,M,40000,2,EFP,Funcionario
27606,545,Courtney,A,Edwards,1957-05-27,S,F,70000,2,EFP,Profesional
20155,6,Jay,,Fernandez,1977-10-07,M,M,10000,0,EFP,Militar
25645,165,Tommy,C,Shen,1964-08-23,S,M,30000,2,EFP,Funcionario
19957,21,Arthur,A,Mehta,1974-03-19,S,M,90000,0,Bachiller,Profesional
27379,329,Isabel,,Ross,1947-06-09,S,F,40000,4,Máster,Profesional
12037,21,Patricia,,Chapman,1943-09-14,S,F,40000,2,Bachiller,Directivo
28411,246,Jay,M,Rodriguez,1977-06-16,S,M,20000,0,Máster,Militar
11958,611,Dylan,D,Lal,1973-01-06,S,M,70000,0,EFP,Profesional
25209,63,Emma,M,Walker,1949-10-04,S,F,30000,4,Máster,Profesional
20949,236,Sandra,J,Liang,1974-09-10,S,F,10000,0,Universitario,Militar
28494,121,Ross,G,Martinez,1961-10-26,S,M,30000,4,ESO,Funcionario
11487,186,Morgan,C,Jones,1971-07-09,S,F,10000,0,Universitario,Militar
15655,144,Deanna,,Gomez,1960-11-02,M,F,20000,1,EFP,Militar
28837,59,Victoria,M,Rodriguez,1971-10-20,M,F,60000,1,ESO,Profesional
14597,51,Sean,L,Reed,1966-04-03,M,M,70000,4,ESO,Profesional
28922,31,Brent,,Ye,1975-11-13,M,M,60000,0,Bachiller,Profesional
22713,49,Joseph,A,Miller,1956-03-05,S,M,70000,3,EFP,Profesional
17576,300,Albert,,Vazquez,1969-07-02,M,M,50000,2,Bachiller,Obrero Calificado
27660,311,Gerald,A,Carlson,1936-01-25,M,M,80000,4,ESO,Directivo
11918,2,Kaylee,L,Hill,1964-03-03,M,F,60000,3,Bachiller,Profesional
15272,642,Kyle,,Gonzales,1976-07-02,S,M,40000,0,Máster,Obrero Calificado
26804,372,Trinity,B,Sanders,1974-11-12,S,F,50000,0,EFP,Obrero Calificado
22934,26,Tonya,A,Kumar,1962-11-16,M,F,60000,1,Bachiller,Profesional
17641,222,Lorrin,G.,Smith-Bates,1971-03-15,S,M,20000,0,Universitario,Militar
26360,230,Max,,Blanco,1967-05-25,M,M,30000,1,Bachiller,Funcionario
16917,300,Brett,B,Subram,1968-02-03,M,M,120000,1,Bachiller,Directivo
26180,56,Jonathan,,Butler,1978-02-02,S,M,30000,0,Universitario,Funcionario
18531,329,Thomas,,Simmons,1942-02-14,S,M,60000,3,ESO,Directivo
25360,338,Mason,A,James,1957-03-19,M,M,30000,2,Máster,Obrero Calificado
12879,338,Elijah,,Nelson,1972-07-16,M,M,40000,0,ESO,Obrero Calificado
28885,226,Kelvin,S,Raji,1955-09-08,S,M,90000,2,Máster,Profesional
15710,190,Brandy,A,Rana,1948-01-23,M,F,90000,4,Máster,Directivo
22494,127,Jon,,Andersen,1964-02-06,S,M,20000,3,Máster,Militar
19497,255,Raul,,She,1979-04-26,S,M,30000,3,EFP,Funcionario
29128,326,Alyssa,,Reed,1966-09-14,M,F,130000,0,ESO,Directivo
15587,33,Jessica,,Ward,1969-10-14,M,F,110000,1,ESO,Directivo
16812,329,Alexa,,Richardson,1951-09-13,M,F,60000,2,EFP,Profesional
16981,542,Hunter,,Simmons,1969-07-16,M,M,70000,5,ESO,Profesional
24392,49,Molly,,Prasad,1956-10-24,S,F,60000,2,Máster,Profesional
28054,355,Carol,L,Cox,1951-11-08,M,F,70000,4,EFP,Profesional
14758,325,Victoria,,Long,1958-05-26,S,F,80000,4,ESO,Obrero Calificado
15679,189,Robert,,Patterson,1952-09-10,M,M,10000,3,EFP,Militar
24013,194,Jay,L,Ruiz,1960-11-23,M,M,10000,1,Máster,Militar
23692,634,Isaac,C,King,1945-04-11,S,M,20000,5,Universitario,Funcionario
12010,27,Max,E,Serrano,1957-02-26,M,M,80000,1,EFP,Obrero Calificado
19229,335,David,C,Robinson,1958-08-23,S,M,80000,5,ESO,Obrero Calificado
19201,539,Charles,B,Brooks,1966-10-27,M,M,60000,0,ESO,Obrero Calificado
17722,145,Jerome,A,Serrano,1942-11-07,M,M,20000,1,EFP,Militar
21603,609,Seth,,Barnes,1968-06-20,M,M,70000,2,Bachiller,Obrero Calificado
21947,37,Diane,F,Romero,1969-10-09,M,F,90000,2,Bachiller,Profesional
11262,60,Jennifer,,Simmons,1964-05-04,M,F,80000,4,Bachiller,Directivo
27785,237,Sebastian,D,Bell,1931-10-05,M,M,30000,1,Bachiller,Obrero Calificado
25959,335,Katherine,,Hall,1976-11-10,S,F,60000,0,EFP,Profesional
18906,30,Adrienne,,Gutierrez,1952-04-13,S,F,30000,3,Máster,Obrero Calificado
28800,302,Mason,A,Sanchez,1959-03-07,S,M,40000,2,EFP,Funcionario
11657,347,Megan,A,Cox,1971-05-04,M,F,70000,3,ESO,Profesional
23266,631,Jessica,,Watson,1955-11-27,M,F,40000,1,EFP,Funcionario
28222,552,Eduardo,,Lewis,1957-01-05,S,M,60000,2,Máster,Profesional
16153,626,Eric,,Jai,1958-04-11,M,M,70000,5,ESO,Profesional
15603,13,Philip,M,Blanco,1964-09-05,M,M,60000,3,Bachiller,Profesional
14704,188,Kara,B,Andersen,1971-07-21,S,F,10000,0,Universitario,Militar
28322,9,Willie,C,Chen,1964-01-23,S,M,70000,0,Bachiller,Profesional
18440,310,Joe,,Ashe,1941-11-04,M,M,60000,3,ESO,Directivo
11778,638,Haley,A,Henderson,1971-03-21,S,F,60000,1,ESO,Obrero Calificado
15432,310,Alvin,R,Kumar,1978-08-18,S,M,60000,0,EFP,Obrero Calificado
27353,31,Gilbert,T,Andersen,1974-02-22,S,M,110000,0,EFP,Directivo
20656,66,Marcus,L,Perry,1970-04-21,M,M,60000,1,ESO,Profesional
23465,536,Grace,A,Russell,1964-02-06,S,F,80000,4,EFP,Profesional
27206,360,Marcus,,Mitchell,1954-09-21,M,M,40000,1,EFP,Funcionario
21045,189,Evelyn,,Prasad,1953-11-04,S,F,10000,2,Máster,Militar
14045,20,Tanya,R,Ramos,1967-04-05,M,F,80000,5,Bachiller,Profesional
13987,52,Eduardo,,Collins,1978-11-05,S,M,40000,0,Máster,Obrero Calificado
14734,539,Kevin,L,Edwards,1953-11-11,M,M,30000,1,Bachiller,Obrero Calificado
26003,307,Denise,,Subram,1967-11-25,S,F,60000,0,ESO,Profesional
14657,633,John,W,Thomas,1958-11-11,M,M,80000,1,EFP,Obrero Calificado
29374,142,Shane,R,Sai,1965-05-21,M,M,20000,2,Máster,Militar
15279,360,Hunter,E,Lee,1974-12-27,S,M,30000,0,EFP,Obrero Calificado
11926,546,Eduardo,,Foster,1978-03-18,S,M,40000,0,EFP,Obrero Calificado
19472,151,Heidi,T,Sara,1963-02-12,S,F,20000,3,Máster,Militar
13579,121,Alan,,Chen,1946-02-26,M,M,110000,3,Bachiller,Directivo
19975,25,Brittney,W,Zhang,1970-09-16,S,F,100000,0,Universitario,Profesional
24462,19,Donald,C,Fernandez,1962-08-26,S,M,60000,1,Bachiller,Profesional
22117,68,Sydney,C,Perez,1953-04-11,M,F,70000,3,ESO,Directivo
24276,18,Kaitlyn,J,Nelson,1952-07-09,S,F,20000,2,Universitario,Funcionario
20340,343,Makayla,,Kelly,1962-03-27,M,F,130000,1,Bachiller,Directivo
23673,55,Kayla,A,Miller,1939-03-08,M,F,60000,3,ESO,Directivo
19792,11,Cristina,R,Nara,1957-08-26,S,F,70000,2,Máster,Profesional
19459,271,Katie,,Yuan,1966-09-25,M,F,30000,1,Bachiller,Obrero Calificado
18217,24,Danny,S,Alonso,1970-06-21,M,M,110000,0,Máster,Directivo
17662,369,Jose,A,Washington,1954-09-20,M,M,40000,1,EFP,Funcionario
24058,279,Alvin,,Lal,1967-05-24,S,M,30000,1,Bachiller,Funcionario
26620,63,Isabella,,Green,1967-05-21,S,F,50000,0,EFP,Obrero Calificado
27088,548,Tristan,,Patterson,1970-05-22,S,M,60000,1,ESO,Profesional
23893,53,Zachary,J,Clark,1965-03-01,M,M,50000,3,Bachiller,Obrero Calificado
23954,250,Jonathon,F,Serrano,1976-07-07,S,M,30000,0,EFP,Funcionario
23608,255,Jessie,R,Blanco,1955-01-11,M,F,150000,3,Máster,Profesional
20210,546,Stephanie,P,Powell,1958-10-05,M,F,80000,5,ESO,Profesional
16465,231,Kara,,Goel,1974-11-01,S,F,20000,0,Universitario,Militar
20744,298,Amanda,N,Barnes,1953-03-01,M,F,20000,2,Máster,Militar
29210,616,Devin,M,Peterson,1965-08-07,M,M,100000,3,Bachiller,Directivo
22635,244,Kristi,L,Hernandez,1968-01-14,S,F,40000,0,ESO,Funcionario
13286,545,Hannah,,Rodriguez,1963-10-10,S,F,90000,0,EFP,Profesional
25891,385,Brandon,J,Johnson,1950-09-21,S,M,80000,3,Bachiller,Directivo
27568,545,Miguel,,Evans,1959-03-11,S,M,70000,2,ESO,Profesional
29425,265,Tommy,J,Xie,1974-07-26,S,M,20000,0,Universitario,Militar
28621,296,Kristen,,Liu,1958-09-25,M,F,40000,1,EFP,Funcionario
16464,260,Alan,V,Liu,1974-05-18,S,M,10000,0,Universitario,Militar
23903,121,Harold,D,Subram,1967-10-01,M,M,30000,1,Bachiller,Funcionario
21587,298,Jenna,T,Roberts,1972-05-28,M,F,60000,1,ESO,Obrero Calificado
17219,215,Kelsey,L,Sharma,1949-10-25,M,F,80000,5,Máster,Directivo
23516,326,Ashley,V,Miller,1951-06-02,S,F,40000,4,EFP,Profesional
25804,239,Nelson,F,Torres,1949-04-08,M,M,150000,4,EFP,Directivo
27895,220,Colin,,Pal,1958-03-07,S,M,20000,2,EFP,Militar
16885,548,Garrett,D,Cook,1954-06-06,M,M,60000,2,Universitario,Obrero Calificado
15834,644,Rebecca,,Green,1976-03-25,S,F,40000,0,EFP,Obrero Calificado
22443,184,Marvin,M,Suarez,1969-08-03,S,M,30000,1,Bachiller,Funcionario
17894,207,Hailey,L,Simmons,1955-09-21,M,F,20000,1,Bachiller,Funcionario
11134,30,Larry,D,Townsend,1946-02-26,S,M,10000,5,Máster,Obrero Calificado
14600,632,Ariana,V,Ramirez,1969-10-18,M,F,70000,5,ESO,Profesional
11401,204,Linda,,Navarro,1969-08-26,M,F,40000,0,ESO,Funcionario
25569,212,Jésus,H,Alvarez,1943-07-18,S,M,10000,3,EFP,Militar
28589,54,John,M,Walker,1955-12-16,S,M,20000,3,Universitario,Funcionario
19987,55,Taylor,A,Moore,1971-07-19,S,F,60000,1,ESO,Profesional
29101,14,Monique,M,Rubio,1954-06-08,S,F,40000,3,Universitario,Funcionario
16991,614,Brianna,C,Henderson,1964-09-21,S,F,60000,4,Bachiller,Obrero Calificado
26940,154,Franklin,N,Tang,1958-06-09,S,M,30000,1,ESO,Funcionario
19139,616,Oscar,F,Simmons,1966-09-14,M,M,60000,0,ESO,Profesional
17569,536,Mya,L,Price,1970-02-22,S,F,60000,1,ESO,Profesional
18327,299,Jon,L,Sharma,1977-01-24,S,M,30000,0,Universitario,Funcionario
14724,49,Dylan,L,Robinson,1966-07-12,M,M,60000,0,ESO,Obrero Calificado
28092,50,Morgan,,Hall,1978-12-16,S,F,40000,0,Máster,Obrero Calificado
28005,299,Amber,L,Young,1940-08-22,M,F,60000,3,ESO,Directivo
20953,205,Neil,,Rubio,1974-06-05,S,M,20000,0,Universitario,Militar
12492,269,Brittany,,Price,1966-09-04,S,F,60000,0,ESO,Obrero Calificado
17191,134,Gilbert,H,Guo,1955-08-14,S,M,130000,3,EFP,Profesional
23658,7,Ross,C,Arun,1972-11-25,M,M,110000,0,Máster,Directivo
23481,300,Dustin,,Xu,1963-06-15,S,M,100000,0,EFP,Profesional
23757,171,James,,Roberts,1972-05-11,S,M,20000,0,Universitario,Militar
22814,219,Edwin,,Kumar,1946-02-10,M,M,100000,2,Bachiller,Directivo
23415,4,Kristi,,Moreno,1968-05-11,S,F,60000,2,Bachiller,Profesional
20487,609,Alexander,D,White,1942-03-04,M,M,60000,3,ESO,Directivo
26072,300,Kelli,W,Zhang,1955-07-05,S,F,80000,2,Universitario,Obrero Calificado
18392,62,Jasmine,C,Gonzales,1962-06-24,S,F,80000,5,EFP,Profesional
25485,206,Roberto,L,Rubio,1965-04-12,M,M,30000,2,EFP,Funcionario
26208,273,Sharon,,Anand,1958-08-19,S,F,160000,2,EFP,Profesional
15178,32,Drew,W,Tang,1955-07-19,M,M,80000,2,Máster,Obrero Calificado
26947,235,Suzanne,A,Ma,1970-11-10,S,F,20000,0,EFP,Militar
20885,268,Terry,,Xie,1967-09-15,S,M,30000,1,Bachiller,Funcionario
17357,631,Brandon,L,Miller,1976-03-21,M,M,40000,0,Máster,Obrero Calificado
24877,222,Mandy,F,Zhao,1948-06-05,M,F,80000,5,Máster,Directivo
23428,4,Savannah,J,Bailey,1966-11-25,M,F,80000,5,Bachiller,Profesional
17572,312,Lucas,L,Edwards,1969-05-08,S,M,50000,2,Bachiller,Obrero Calificado
27858,143,Anders,B,Skjønaa,1942-11-02,S,F,10000,3,EFP,Militar
20711,246,Ebony,I,Sanz,1974-01-05,M,F,40000,1,Bachiller,Obrero Calificado
23400,348,Andrew,G,Lee,1959-09-07,M,M,60000,4,Bachiller,Profesional
12762,372,Jonathan,L,Smith,1953-12-20,M,M,30000,1,Bachiller,Obrero Calificado
29104,69,Nathan,L,Zhang,1975-07-16,M,M,40000,0,EFP,Obrero Calificado
27196,66,Lauren,,Robinson,1966-02-19,S,F,80000,0,ESO,Obrero Calificado
17933,258,Virginia,,Prasad,1961-05-04,M,F,30000,3,ESO,Funcionario
29153,300,Pedro,,Arun,1960-03-17,S,M,40000,0,Bachiller,Profesional
23147,345,Wyatt,P,Smith,1970-01-09,M,M,40000,1,Bachiller,Obrero Calificado
27551,539,Antonio,E,Long,1967-10-17,M,M,60000,0,EFP,Obrero Calificado
25060,312,Noah,R,Martinez,1973-01-17,S,M,80000,0,Bachiller,Directivo
25817,18,Isaac,A,Phillips,1973-11-05,M,M,80000,0,Bachiller,Profesional
17681,299,Robert,,Carter,1958-09-13,M,M,40000,2,EFP,Funcionario
19250,164,Lacey,T,Wu,1961-01-02,M,F,10000,1,Bachiller,Militar
14026,635,Chloe,E,Butler,1974-05-01,S,F,30000,0,Máster,Obrero Calificado
13534,253,Beth,,Navarro,1961-07-17,M,F,30000,3,ESO,Funcionario
19234,300,Micah,,Zheng,1972-05-16,S,M,40000,4,Máster,Obrero Calificado
12153,348,Kaitlyn,M,Bailey,1956-09-15,S,F,70000,3,EFP,Profesional
14900,71,Rachel,J,Lewis,1956-10-24,M,F,40000,1,EFP,Funcionario
20505,385,Alexa,,Cox,1945-05-10,M,F,40000,5,Máster,Profesional
27620,310,Nicole,A,Hughes,1964-09-05,S,F,130000,2,ESO,Directivo
26473,548,Anna,J,Wood,1942-04-19,S,F,50000,4,Bachiller,Directivo
17909,10,Joanna,,Ortega,1977-05-02,S,F,10000,0,Máster,Militar
26060,361,Kyle,D,Edwards,1965-11-12,M,M,130000,1,ESO,Directivo
20492,54,Madison,C,Martin,1943-02-13,M,F,70000,5,Bachiller,Directivo
25237,26,Roger,C,Sun,1962-06-18,M,M,70000,5,EFP,Obrero Calificado
14583,542,Sydney,,Morris,1970-05-13,M,F,60000,2,ESO,Profesional
23595,187,Carrie,,Rubio,1957-04-22,S,F,110000,2,EFP,Profesional
11252,335,Nicholas,D,Thompson,1932-06-07,S,M,90000,3,ESO,Directivo
14948,199,Damien,,Lal,1965-04-11,M,M,30000,1,Bachiller,Obrero Calificado
26468,345,Alyssa,O,Brown,1941-05-14,M,F,50000,3,Bachiller,Directivo
14760,68,Zachary,L,Lewis,1958-12-12,M,M,80000,4,ESO,Obrero Calificado
12033,611,Kristen,A,Guo,1979-05-02,S,F,40000,0,Máster,Obrero Calificado
20454,26,Fernando,,Martinez,1958-06-09,S,M,110000,5,Bachiller,Directivo
27860,5,Hector,,Martin,1980-06-21,M,M,10000,0,EFP,Militar
13740,644,Jada,,Ramirez,1957-10-07,M,F,40000,1,EFP,Funcionario
24600,34,Lisa,J,Li,1973-01-24,M,F,90000,0,Bachiller,Profesional
22294,325,Rachel,,Brown,1968-10-10,S,F,70000,0,Bachiller,Profesional
26241,352,James,M,Lal,1974-03-19,M,M,50000,0,ESO,Obrero Calificado
19187,230,Karl,S,Pal,1971-05-14,S,M,20000,0,Universitario,Militar
18179,199,Chelsea,P,McDonald,1949-04-11,S,F,80000,5,Máster,Directivo
25779,174,Marshall,K,Cai,1944-05-16,M,M,90000,5,EFP,Profesional
24535,188,David,B.,Shepard,1957-11-21,M,F,110000,2,EFP,Profesional
17982,210,Francisco,K,Mehta,1967-09-08,S,M,40000,0,Bachiller,Funcionario
17288,13,Dwayne,R,Torres,1969-09-19,S,M,120000,1,ESO,Directivo
16389,164,Arturo,,Shen,1968-10-04,S,M,30000,1,Bachiller,Funcionario
24651,631,Dakota,,Alexander,1945-04-07,S,M,20000,5,Universitario,Funcionario
16670,641,Sarah,,White,1974-07-18,S,F,60000,0,EFP,Profesional
12456,612,Thomas,,Chen,1959-08-16,M,M,60000,4,ESO,Obrero Calificado
24851,229,Leslie,,Ortega,1946-06-08,M,F,130000,4,EFP,Profesional
12184,546,Isaiah,R,Perez,1960-12-08,M,M,100000,3,EFP,Profesional
19637,609,Eduardo,F,Long,1976-07-07,S,M,40000,0,Máster,Obrero Calificado
13931,634,Luke,,Hernandez,1962-07-05,M,M,70000,1,EFP,Obrero Calificado
14411,542,Ashley,S,Johnson,1951-02-04,S,F,70000,2,Máster,Profesional
12570,20,Casey,W,Munoz,1980-05-16,S,M,10000,0,EFP,Militar
14313,13,Christian,L,Smith,1960-10-14,M,M,60000,1,EFP,Obrero Calificado
24955,307,Donald,V,Perez,1945-11-05,S,M,30000,5,Universitario,Obrero Calificado
11189,609,Lawrence,W,Blanco,1944-07-15,S,M,60000,4,ESO,Directivo
26000,369,Connor,,Lopez,1960-10-05,S,M,40000,0,Bachiller,Profesional
29028,302,Samuel,,Parker,1952-11-02,S,M,70000,2,Universitario,Obrero Calificado
27112,50,Caleb,,Foster,1966-04-07,S,M,60000,0,ESO,Profesional
26987,134,Roy,I,Lopez,1973-09-20,M,M,40000,1,Bachiller,Obrero Calificado
19368,149,Lindsay,A,Anand,1978-03-26,S,F,30000,4,EFP,Funcionario
16298,147,Adrienne,,Sanz,1963-05-16,M,F,40000,1,Bachiller,Obrero Calificado
26212,133,Summer,,Martinez,1979-05-07,S,F,30000,0,EFP,Funcionario
25070,49,Melody,,Alvarez,1964-03-26,M,F,60000,4,Bachiller,Obrero Calificado
24984,347,William,,Moore,1950-03-02,M,M,70000,4,EFP,Profesional
17897,212,Darrell,L,Kumar,1938-05-03,S,M,10000,2,Bachiller,Funcionario
19223,60,Jacqueline,A,Cook,1957-12-22,M,F,30000,2,Máster,Obrero Calificado
28003,626,Julia,B,Sanchez,1939-11-19,M,F,60000,3,ESO,Directivo
26992,273,Brad,S,Andersen,1972-01-22,S,M,30000,0,Máster,Militar
22560,231,Casey,C,Jai,1957-07-16,S,F,10000,1,EFP,Militar
27079,369,Natalie,E,Lewis,1970-09-17,M,F,40000,1,Bachiller,Obrero Calificado
22133,631,Xavier,C,Adams,1938-09-23,M,M,80000,4,ESO,Directivo
25290,545,Jackson,,Mitchell,1968-10-23,S,M,90000,4,Bachiller,Directivo
23818,307,Cassidy,C,Gonzales,1972-11-16,M,F,50000,0,ESO,Obrero Calificado
24203,192,Keith,W,Xie,1969-09-12,S,M,30000,0,Bachiller,Funcionario
17852,139,Lindsey,,Shan,1973-08-07,M,F,20000,0,Universitario,Militar
11375,240,Francisco,,Martinez,1943-05-09,M,M,30000,1,Bachiller,Funcionario
19809,335,Eric,,Sharma,1966-10-24,M,M,130000,0,ESO,Directivo
17821,249,Marvin,M,Gill,1964-09-20,M,M,40000,1,Bachiller,Obrero Calificado
11486,117,Ariana,F,Rogers,1971-05-25,S,F,10000,0,Universitario,Militar
27251,326,Jessica,R,Flores,1971-03-07,M,F,50000,1,ESO,Obrero Calificado
25695,184,Kristine,D,Blanco,1958-04-16,S,F,10000,1,Bachiller,Militar
20952,264,Micah,A,Ye,1974-05-05,S,M,20000,0,Universitario,Militar
14209,5,Craig,,Ramos,1975-04-09,M,M,60000,0,Bachiller,Profesional
18874,638,Julia,,Green,1939-05-07,M,F,60000,3,ESO,Directivo
18361,383,Marcus,,Simmons,1979-12-26,S,M,60000,0,EFP,Obrero Calificado
21673,196,Jésus,M,Gill,1972-07-17,S,M,30000,0,Máster,Militar
26821,155,Tamara,,Guo,1967-02-21,M,F,10000,4,Universitario,Militar
27298,50,Jennifer,L,Coleman,1969-12-12,S,F,60000,2,ESO,Profesional
20753,631,Taylor,D,Kelly,1955-11-22,M,F,30000,1,Máster,Funcionario
18322,60,Antonio,,Ross,1979-09-15,S,M,30000,0,Universitario,Funcionario
26263,547,Kaitlyn,,Collins,1956-04-20,S,F,20000,3,Universitario,Funcionario
